"label","id","Degree","Betweenness","Pagerank","Cluster","Gene","Strain","Diameter","Count","N","Essential","Var","TIGR4.old.x","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.old.y","TIGR4.new","TAIWAN.19F.new","D39.old","D39.new"
"SPT_0877",180,8,0,4.29406215229632e-17,2784,"SPT_RS04350","19F",0.299070750261091,1116,371,FALSE,0.446600054959082,"SP_1397","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstB2","Phosphate ABC transporter, ATP-binding component II",0,"Nonessential","SP_1397","SP_RS06850","SPT_RS04350","SPD_1229","SPD_RS06485"
"SPT_0874",181,8,0,4.1971177355563e-17,2258,"SPT_RS04335","19F",0.00102943523329399,372,371,FALSE,0.374712546113762,"SP_1400","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstS","Phosphate ABC transporter, periplasmic phosphate-binding protein",0,"Nonessential","SP_1400","SP_RS06865","SPT_RS04335","SPD_1232","SPD_RS06500"
"SPT_0875",182,8,0,3.65836603970314e-17,1895,"SPT_RS04340","19F",0.000362334919197238,371,370,FALSE,0.408481320429023,"SP_1399","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstC","Phosphate ABC transporter, permease component",0,"Nonessential","SP_1399","SP_RS06860","SPT_RS04340","SPD_1231","SPD_RS06495"
"SPT_0769",185,13,0,0.00072218148265034,3721,"SPT_RS03830","19F",0.00347648462817545,372,371,TRUE,0.455144575977011,"SP_0755","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfB","peptide chain release factor 2;",15,"Essential","SP_0755","n.p","SPT_RS03830","SPD_0658","SPD_RS03505"
"SPT_1072",186,13,0,0.000722181482650332,3003,"SPT_RS05305","19F",0.0017332740641742,372,371,TRUE,0.359944487517183,"SP_1020","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfA","peptide chain release factor 1",15,"Essential","SP_1020","SP_RS05065","SPT_RS05305","SPD_0906","SPD_RS04830"
"SPT_0476",187,13,0,0.000722181482650326,3324,"SPT_RS02385","19F",0.0043499463409708,372,371,FALSE,0.389072939416395,"SP_0439","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"prfC","peptide chain release factor 3",0,"Nonessential","SP_0439","SP_RS02165","SPT_RS02385","SPD_0399","SPD_RS02125"
"SPT_0772",191,105,5476.27603562558,0.978967117859789,707,"SPT_RS03845","19F",0.0029759764442053,371,370,FALSE,1.26105866364111,"SP_0758","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"exp5","PTS system component",0,"Nonessential","SP_0758","SP_RS03710","SPT_RS03845","SPD_0661","SPD_RS03520"
"SPT_1622",192,104,2724.4520743159,0.978688118089556,3379,"SPT_RS08070","19F",0.00492063349867193,371,370,FALSE,1.97100997974844,"SP_1684","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","Hypothetical Protein",0,"Nonessential","SP_1684","SP_RS08320","SPT_RS08070","SPD_1496","SPD_RS07895"
"SPT_1047",193,108,3614.7208086139,0.980365267227095,453,"SPT_RS05175","19F",0.000771871859743684,372,371,FALSE,0.324324254151828,"SP_1176","Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,""," Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",15,"Essential","SP_1176","SP_RS05795","SPT_RS05175","SPD_1039","SPD_RS05525"
"SPT_1588",194,2,0,9.55730384544022e-18,3143,"SPT_RS07885","19F",0.00114201474201475,372,371,FALSE,4.35050392179824,"SP_1648","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaB","Manganese ABC transporter, ATP-binding component",6,"Evolvable.Essential","SP_1648","SP_RS08135","SPT_RS07885","SPD_1461","SPD_RS07710"
"SPT_1590",195,2,0,9.5205527386965e-18,1500,"SPT_RS07895","19F",0.00102381852551984,373,371,FALSE,2.64737141963692,"SP_1650","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaA","Manganese ABC transporter, Mn-binding componnent",6,"Evolvable.Essential","SP_1650","SP_RS08145","SPT_RS07895","SPD_1463","SPD_RS07720"
"SPT_1589",196,2,0,1.39723344427812e-17,498,"SPT_RS07890","19F",0.000401169590643277,372,371,FALSE,3.98789903102357,"SP_1649","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"PsaC","Manganese ABC transporter, premease component",6,"Evolvable.Essential","SP_1649","SP_RS08140","SPT_RS07890","SPD_1462","SPD_RS07715"
"SPT_2184",197,2,0,1.04333638362652e-17,2875,"SPT_RS10815","19F",0.00637616069024708,372,371,FALSE,1.43883987930554,"SP_2171","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcC","ABC zinc transporter, premease component",5,"Evolvable.Essential","SP_2171","SP_RS11075","SPT_RS10815","SPD_1999","SPD_RS10500"
"SPT_2182",198,2,0,1.13485226182973e-17,18,"SPT_RS10805","19F",0.0036792368997539,376,371,FALSE,1.66159192836433,"SP_2169","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcA","ABC zinc transporter, ATP-binding component",0,"Nonessential","SP_2169","SP_RS11065","SPT_RS10805","SPD_1997","SPD_RS10490"
"SPT_2183",199,2,0,9.61864342811777e-18,1876,"SPT_RS10810","19F",0.00111340206185567,372,371,FALSE,1.62027229016891,"SP_2170","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcB","ABC zinc transporter, zinc-binding component",2,"Evolvable.Essential","SP_2170","SP_RS11070","SPT_RS10810","SPD_1998","SPD_RS10495"
"SPT_1746",200,4,0,1.93005371702914e-17,666,"SPT_RS08700","19F",0.0984166326874076,421,371,FALSE,1.56378640363111,"SP_1826","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_1826","SP_RS09060","SPT_RS08700","SPD_1609","SPD_RS08510"
"SPT_2037",201,4,0,2.5020139182596e-17,454,"SPT_RS10090","19F",0.00448804896854494,372,371,TRUE,0.828419598941411,"SP_2042","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rnpA","ribonuclease P",14,"Evolvable.Essential","SP_2042","SP_RS10325","SPT_RS10090","SPD_1851","SPD_RS09770"
"SPT_1744",203,4,0,2.65973013598988e-17,144,"SPT_RS08690","19F",0,1,371,FALSE,1.10823777093367,"SP_1824","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_1824","SP_RS09050","SPT_RS08690","SPD_1607","SPD_RS08500"
"SPT_0886",204,5,125,2.1497660929857e-08,239,"SPT_RS04390","19F",0.00298063981496226,372,371,FALSE,0.29957804534646,"SP_1389","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PotA","Putative spermidine/putrescine import ATP-binding protein",1,"Evolvable.Essential","SP_1389","SP_RS06810","SPT_RS04390","SPD_1221","SPD_RS06445"
"SPT_1745",206,4,0,2.3775429443701e-17,3181,"SPT_RS08695","19F",0.444907146968275,1012,371,FALSE,1.00679974149475,"SP_1825","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_1825","SP_RS09055","SPT_RS08695","SPD_1608","SPD_RS08505"
"SPT_0473",207,27,810.311434445585,0.0435700299595235,3047,"SPT_RS02370","19F",0.00367969621923898,372,371,TRUE,0.390541306808111,"SP_0436","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"gatB","aspartyl/glutamyl-tRNA amidotransferase subunit B",15,"Essential","SP_0436","SP_RS02150","SPT_RS02370","SPD_0396","SPD_RS02110"
"SPT_2215",208,3,0,0.000940861882924479,1760,"SPT_RS10955","19F",0.00300804331186217,372,371,FALSE,0.817838396022206,"SP_2196","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"ThiZ","ABC thiamin transporter, ATP-binding component",0,"Nonessential","SP_2196","SP_RS11220","SPT_RS10955","SPD_2024","SPD_RS10625"
"SPT_2217",209,3,0,0.000940861882924485,3095,"SPT_RS10965","19F",0.00494798187728302,372,371,FALSE,0.73731473824052,"SP_2198","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"ThiX","ABC thiamin transporter, premease component",0,"Nonessential","SP_2198","SP_RS11230","SPT_RS10965","SPD_2026","SPD_RS10635"
"SPT_2216",210,3,0,0.000940861882924479,3585,"SPT_RS10960","19F",0.00053104522120164,372,371,FALSE,0.990037206615467,"SP_2197","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"ThiY","ABC thiamin transporter, thiamin-binding component",0,"Nonessential","SP_2197","SP_RS11225","SPT_RS10960","SPD_2025","SPD_RS10630"
"SPT_0354",211,40,1176.85395765208,0.201367028097298,1704,"SPT_RS01795","19F",0.250854132035305,631,370,FALSE,10.0469999859842,"SP_0303","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"celA","6-phospho-beta-glucosidase",0,"Nonessential","SP_0303","SP_RS01480","SPT_RS01795","SPD_0277","SPD_RS01485"
"SPT_0699",212,18,299.323168840936,0.0112439000678424,1213,"SPT_RS03480","19F",0.00266561497466005,372,371,FALSE,0.450462553672517,"SP_0675",NA,"METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"dltE","short chain dehydrogenase/reductase family oxidoreductase",1,"Evolvable.Essential","SP_0675","SP_RS03315","SPT_RS03480","SPD_0587","SPD_RS03145"
"SPT_0670",213,18,299.323168840936,0.0112439000678424,3875,"SPT_RS03340","19F",0.0166706446001788,372,371,FALSE,2.56897640553138,"SP_0648","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"bgaA","beta-galactosidase",0,"Nonessential","SP_0648","SP_RS03175","SPT_RS03340","SPD_0562","SPD_RS03010"
"SPT_1044",214,5,0.125,1.29095268363243e-08,3846,"SPT_RS05160","19F",0.000644250298558845,372,371,FALSE,0.718193942899685,"SP_1179","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdE"," Ribonucleoside-diphosphate reductase (EC 1.17.4.1)",15,"Essential","SP_1179","SP_RS05810","SPT_RS05160","SPD_1042","SPD_RS05540"
"SPT_1043",215,5,0.125,1.29095268394243e-08,3822,"SPT_RS05155","19F",0.00203774740416095,372,371,FALSE,0.491540386540332,"SP_1180","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdF","ribonucleotide-diphosphate reductase subunit beta",15,"Essential","SP_1180","SP_RS05815","SPT_RS05155","SPD_1043","SPD_RS05545"
"SPT_0299",216,64,1166.94938877225,0.59486110784475,3572,"SPT_RS01505","19F",0.00239044575585984,372,370,FALSE,0.72464971723188,"SP_0251","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"","formate acetyltransferase",0,"Nonessential","SP_0251","SP_RS01220","SPT_RS01505","SPD_0235","SPD_RS01260"
"SPT_0293",217,58,319.167862820535,0.569103724793015,1173,"SPT_RS01475","19F",0.000478784357397642,371,371,FALSE,1.1893479626667,"SP_0245","Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"","Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)",0,"Nonessential","SP_0245","SP_RS01190","SPT_RS01475","SPD_0229","SPD_RS01230"
"SPT_2020",218,89,297.390725432621,0.894236897370931,3577,"SPT_RS10005","19F",0.00184059920318725,371,371,FALSE,1.83254771348666,"SP_2024","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celC","PTS system, cellobiose-specific IIA component",0,"Nonessential","SP_2024","SP_RS10240","SPT_RS10005","SPD_1833","SPD_RS09685"
"SPT_0298",219,89,297.390725432621,0.894236897370931,3442,"SPT_RS01500","19F",0.00976650259833774,370,370,FALSE,0.766928989548733,"SP_0250","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"CelB","PTS system transporter subunit IIC",0,"Nonessential","SP_0250","SP_RS01215","SPT_RS01500","SPD_0234","SPD_RS01255"
"SPT_0515",220,89,297.390725432621,0.894236897370931,3074,"SPT_RS02565","19F",0.0361336655353366,192,191,FALSE,1.75836656744079,"SP_0474","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system cellobiose-specific transporter subunit IIC",0,"Nonessential","SP_0474","SP_RS02340","SPT_RS02565","SPD_0424","SPD_RS02260"
"SPT_0297",221,89,297.390725432621,0.894236897370931,3381,"SPT_RS01495","19F",0.0071915733254369,371,371,FALSE,1.14774190984668,"SP_0249","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"CelA","PTS system transporter subunit IIB",0,"Nonessential","SP_0249","SP_RS01210","SPT_RS01495","SPD_0233","SPD_RS01250"
"SPT_2019",222,89,297.390725432621,0.894236897370931,1764,"SPT_RS10000","19F",0.00322297575628997,371,371,FALSE,2.62092324827605,"SP_2023","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celA","PTS system, cellobiose-specific IIB component",0,"Nonessential","SP_2023","SP_RS10235","SPT_RS10000","SPD_1832","SPD_RS09680"
"SPT_0358",223,89,297.390725432621,0.894236897370931,1034,"SPT_RS01815","19F",0.000305653021442495,259,258,FALSE,6.29536536433327,"SP_0308","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"celC","cellobiose phosphotransferase system IIA component",0,"Nonessential","SP_0308","SP_RS01500","SPT_RS01815","n.p.","n.p"
"SPT_2018",224,89,297.390725432621,0.894236897370931,172,"SPT_RS09995","19F",0.00278951475909197,371,371,FALSE,2.92659745660467,"SP_2022","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celB","PTS system, cellobiose-specific IIC component",0,"Nonessential","SP_2022","SP_RS10230","SPT_RS09995","SPD_1831","SPD_RS09675"
"SPT_0356",226,89,297.390725432621,0.894236897370931,3537,"SPT_RS01805","19F",0.00347591855237807,259,258,FALSE,8.53678699902274,"SP_0305","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"celB","PTS system cellobiose transporter subunit IIB",0,"Nonessential","SP_0305","SP_RS01490","SPT_RS01805","SPD_0279","SPD_RS01495"
"SPT_0360",227,89,297.390725432621,0.89423689737093,2512,"SPT_RS01825","19F",0.0034203320645792,259,258,FALSE,4.46920309494621,"SP_0310","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"celD","cellobiose phosphotransferase system IIC component",0,"Nonessential","SP_0310","SP_RS01510","SPT_RS01825","SPD_0283","SPD_RS01515"
"SPT_0296",228,89,297.390725432621,0.894236897370931,3599,"SPT_RS01490","19F",0.00201348314606742,371,371,FALSE,1.43507777419799,"SP_0248","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"CelC","PTS system transporter subunit IIA",0,"Nonessential","SP_0248","SP_RS01205","SPT_RS01490","SPD_0232","SPD_RS01245"
"SPT_0916",231,7,0.2,0.00899284569559045,2752,"SPT_RS04540","19F",0.183549331591815,744,371,FALSE,0.383365001828136,"SP_1359","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"MsrA/B","Peptide-methionine (S)-S-oxide reductase MsrA/Peptide-methionine (R)-S-oxide reductase MsrB",0,"Nonessential","SP_1359","SP_RS06650","SPT_RS04540","SPD_1193","SPD_RS06295"
"SPT_0684",232,7,0.2,0.00899284569559046,2752,"SPT_RS03405","19F",0.183549331591815,744,371,FALSE,0.693204233530073,"SP_0660","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","peptide methionine sulfoxide reductase",0,"Nonessential","SP_0660","SP_RS03240","SPT_RS03405","SPD_0573","SPD_RS03070"
"SPT_1559",233,95,273.723168329324,0.961630341981767,3346,"SPT_RS07740","19F",0.00052012605760539,135,135,FALSE,1.22637658013997,"SP_1619","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"FruA","Putative PTS system, IIA component ",0,"Nonessential","SP_1619","SP_RS07985","SPT_RS07740","n.p.","n.p"
"SPT_1210",234,19,1925.86907897976,0.000762140263867741,3802,"SPT_RS05995","19F",0.00445451469188199,372,371,FALSE,0.449559915973405,"SP_0994","Membrane","METABOLISM","METABOLISM",NA,"Lipid metabolism","Cell wall metabolism",NA,2,"","Glycerophosphoryl diester phosphodiesterase",15,"Essential","SP_0994","SP_RS04930","SPT_RS05995","SPD_0880","SPD_RS04695"
"SPT_1466",236,43,0,0.170371905510268,3408,"SPT_RS07285","19F",0.259823574988216,1115,371,FALSE,0.719536951491079,"SP_1891","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiA","oligopeptide ABC transporter, oligopeptide-binding protein AmiA",0,"Nonessential","SP_1891","SP_RS09395","SPT_RS07285","SPD_1671","SPD_RS08840"
"SPT_0410",237,43,0,0.170371905510268,3408,"SPT_RS02070","19F",0.259823574988216,1115,371,FALSE,2.31033253518416,"SP_0366","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AliA","oligopeptide ABC transporter oligopeptide-binding protein AliA",0,"Nonessential","SP_0366","SP_RS01790","SPT_RS02070","SPD_0334","SPD_RS01780"
"SPT_1813",238,43,0,0.170371905510268,3408,"SPT_RS09030","19F",0.259823574988216,1115,371,FALSE,1.88802780171593,"SP_1527","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AliB","Oligopeptide ABC transporter, oligopeptide-binding protein",0,"Nonessential","SP_1527","SP_RS07525","SPT_RS09030","SPD_1357","SPD_RS07140"
"SPT_1811",239,43,0,0.170371905510268,2531,"SPT_RS09020","19F",0.000153964194373398,372,371,FALSE,0.6716842045455,"SP_1889","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiD","Oligopeptide transport ATP-binding protein AmiD",0,"Nonessential","SP_1889","SP_RS09385","SPT_RS09020","SPD_1669","SPD_RS08830"
"SPT_1809",240,43,0,0.170371905510268,3305,"SPT_RS09010","19F",0.00190453422797645,372,371,FALSE,0.942380667534204,"SP_1887","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiF","Oligopeptide transport ATP-binding protein AmiF",1,"Evolvable.Essential","SP_1887","SP_RS09375","SPT_RS09010","SPD_1667","SPD_RS08820"
"SPT_1810",241,43,0,0.170371905510268,1495,"SPT_RS09015","19F",0.00520673619906654,372,371,FALSE,0.742953132883273,"SP_1888","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"amiE","Oligopeptide transport ATP-binding protein AmiE",0,"Nonessential","SP_1888","SP_RS09380","SPT_RS09015","SPD_1668","SPD_RS08825"
"SPT_1527",245,31,4613.49125184592,0.0422742301811953,3084,"SPT_RS07595","19F",0.00376076352643946,372,371,FALSE,0.304292646096524,"SP_1589","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","Mur ligase family protein",15,"Essential","SP_1589","SP_RS07830","SPT_RS07595","SPD_1416","SPD_RS07455"
"SPT_1528",246,29,3221.51003688512,0.0422528019332981,2279,"SPT_RS07600","19F",0.00298376541276496,372,371,FALSE,0.368957496706708,"SP_1590",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein",14,"Evolvable.Essential","SP_1590","SP_RS07835","SPT_RS07600","SPD_1417","SPD_RS07460"
"SPT_0463",247,3,0,1.32990464917096e-17,1096,"SPT_RS02330","19F",0.000480981595092025,372,371,TRUE,0.771186741459248,"SP_0426","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"accD","acetyl-CoA carboxylase subunit beta",15,"Essential","SP_0426","SP_RS02105","SPT_RS02330","SPD_0389","SPD_RS02080"
"SPT_0464",248,3,0,1.5296326513218e-17,3764,"SPT_RS02335","19F",0.00218681090503597,372,371,TRUE,0.800224983584207,"SP_0427","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"accA","acetyl-CoA carboxylase subunit alpha",15,"Essential","SP_0427","SP_RS02110","SPT_RS02335","SPD_0390","SPD_RS02085"
"SPT_1446",249,1,0,7.46286710430957e-18,1111,"SPT_RS07185","19F",0.00306503872296494,371,370,TRUE,0.492881140356444,"SP_1510","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpA","ATP synthase F1, alpha subunit",15,"Essential","SP_1510","SP_RS07435","SPT_RS07185","SPD_1337","SPD_RS07040"
"SPT_1444",250,1,0,5.20556634926579e-18,2304,"SPT_RS07175","19F",0.00122045148531438,372,371,TRUE,0.798786234724827,"SP_1508","Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"AtpD","ATP synthase F1, beta subunit",15,"Essential","SP_1508","SP_RS07425","SPT_RS07175","SPD_1335","SPD_RS07030"
"SPT_1503",251,1,0,6.00215544978977e-18,3168,"SPT_RS07475","19F",0.00366660454638375,372,371,FALSE,0.366064893604193,"SP_1563","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","pyridine nucleotide-disulfide oxidoreductase family protein",1,"Evolvable.Essential","SP_1563","SP_RS07705","SPT_RS07475","SPD_1393","SPD_RS07335"
"SPT_0817",252,1,0,4.74569196386848e-18,2005,"SPT_RS04065","19F",0.00519125590663876,372,371,FALSE,0.348584728993153,"SP_1458","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"TrxB","Thioredoxin reductase",15,"Essential","SP_1458","SP_RS07165","SPT_RS04065","SPD_1287","SPD_RS06775"
"SPT_1142",256,1,0,4.2087623390069e-18,1124,"SPT_RS05655","19F",0.00191777003484319,372,371,FALSE,0.757745827430639,"SP_1097","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","GTP pyrophosphokinase (EC 2.7.6.5), RelA/SpoT homolog protein",0,"Nonessential","SP_1097","SP_RS05430","SPT_RS05655","SPD_0982","SPD_RS05235"
"SPT_1585",257,1,0,4.50251199235323e-18,3516,"SPT_RS07865","19F",0.00103328279022222,372,371,FALSE,0.400198470728929,"SP_1645","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"RelA","Putative guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",0,"Nonessential","SP_1645","SP_RS08110","SPT_RS07865","SPD_1458","SPD_RS07685"
"SPT_0444",258,1,0,5.28606599688996e-18,2986,"SPT_RS02240","19F",0.00500321070375081,372,371,FALSE,0.430010779398363,"SP_0406","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","MutS2 family protein",0,"Nonessential","SP_0406","SP_RS02015","SPT_RS02240","SPD_0371","SPD_RS01990"
"SPT_0211",259,1,0,4.06109305718522e-18,3079,"SPT_RS01070","19F",0.00160815638308999,371,370,FALSE,1.03742566666095,"SP_0173","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"mutL","DNA mismatch repair protein MutL",0,"Nonessential","SP_0173","SP_RS00865","SPT_RS01070","SPD_0165","SPD_RS00900"
"SPT_1133",260,12,0,9.9543191508546e-10,788,"SPT_RS05610","19F",0.00547113975098231,372,371,FALSE,0.501149494625796,"SP_1087","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"pcrA"," ATP-dependent DNA helicase PcrA",14,"Evolvable.Essential","SP_1087","SP_RS05385","SPT_RS05610","SPD_0973","SPD_RS05190"
"SPT_1749",261,4,34.6069019613177,7.19326402976395e-06,3272,"SPT_RS08715","19F",0.184681050779215,585,371,FALSE,0.671432981266493,"SP_1829","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galT1","galactose-1-phosphate uridylyltransferase",0,"Nonessential","SP_1829","SP_RS09075","SPT_RS08715","SPD_1613","SPD_RS08525"
"SPT_1769",262,4,34.6069019613177,7.19326402977311e-06,3272,"SPT_RS08815","19F",0.184681050779215,585,371,FALSE,1.95098002448592,"SP_1852","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"galT2","galactose-1-phosphate uridylyltransferase",0,"Nonessential","SP_1852","SP_RS09190","SPT_RS08815","SPD_1633","SPD_RS08630"
"SPT_1367",264,12,711.704681981771,2.26692970466457e-05,3766,"SPT_RS06800","19F",0.0117257870633604,371,370,FALSE,0.481200260183811,"SP_0835","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"deoD","purine nucleoside phosphorylase",0,"Nonessential","SP_0835","SP_RS04085","SPT_RS06800","SPD_0730","SPD_RS03865"
"SPT_0801",265,15,1041.73760800585,0.00923041313930538,2052,"SPT_RS03985","19F",0.00726073215149725,372,371,TRUE,0.304191463068392,"SP_1474","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"GlyS","Glycine--tRNA ligase beta subunit",15,"Essential","SP_1474","SP_RS07245","SPT_RS03985","SPD_1304","SPD_RS06855"
"SPT_0800",266,15,1041.73760800585,0.00923041313930539,128,"SPT_RS03980","19F",0.00505177673915487,372,371,TRUE,1.70878109938692,"SP_1475","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"GlyQ","Glycine--tRNA ligase alpha subunit",15,"Essential","SP_1475","SP_RS07250","SPT_RS03980","SPD_1305","SPD_RS06860"
"SPT_0482",269,102,1548.68569054241,0.994643628563321,2811,"SPT_RS02415","19F",0.000205098615772976,372,371,FALSE,1.98782223896484,"SP_0446","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvH","acetolactate synthase 3 regulatory subunit (EC 2.2.1.6)",0,"Nonessential","SP_0446","SP_RS02195","SPT_RS02415","SPD_0405","SPD_RS02155"
