"label","id","Degree","Betweenness","Pagerank","Cluster","Strain","Diameter","Count","N","Essential","Var","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.new","TAIWAN.19F.old","TAIWAN.19F.new","D39.old","D39.new"
"SP_0753",160,2,0,0.0812549419066262,279,"TIGR4",0.00360711914846338,372,371,FALSE,1.76586825959025,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livF","Branched-chain amino acid ABC transporter, ATP-binding protein",0,"Nonessential","SP_RS03685","SPT_0767","SPT_RS03820","SPD_0656","SPD_RS03495"
"SP_0754",161,2,0,0.0812549419066262,2066,"TIGR4",0.00970746832346793,372,371,FALSE,1.16812726900575,"Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"acuB","putative acetoin utilization protein AcuB",0,"Nonessential","SP_RS03690","SPT_0768","SPT_RS03825","SPD_0657","SPD_RS03500"
"SP_0758",162,2,121.285714285713,0.0734632972622932,707,"TIGR4",0.0029759764442053,371,370,FALSE,1.26105866364111,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"exp5","PTS system component",0,"Nonessential","SP_RS03710","SPT_0772","SPT_RS03845","SPD_0661","SPD_RS03520"
"SP_0759",163,1,0,0.0708553627323106,1448,"TIGR4",0,1,1,FALSE,0.693092119286287,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",0,"Nonessential","n.p","n.p.","n.p","n.p.","n.p"
"SP_0760",164,1,0,0.0708553627323106,1225,"TIGR4",0.00585113850818674,371,370,FALSE,0.715692340478138,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Signal transduction",NA,NA,1,"rgfB","Signal transduction component",0,"Nonessential","SP_RS03715","SPT_0773","SPT_RS03850","SPD_0662","SPD_RS03525"
"SP_0783",165,1,0,0,723,"TIGR4",0.00658209466154984,372,371,FALSE,1.16284868211108,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Cofactor and vitamin metabolism",NA,2,"bioY","Substrate-specific component BioY of biotin ECF transporter",0,"Nonessential","SP_RS03825","SPT_1417","SPT_RS07045","SPD_0684","SPD_RS03635"
"SP_1900",166,1,0,0,895,"TIGR4",0.00359995746892398,372,371,FALSE,0.779281158150352,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"birA","biotin--protein ligase",15,"Essential","SP_RS09440","SPT_1823","SPT_RS09075","SPD_1680","SPD_RS08885"
"SP_0785",167,1,0,0,2543,"TIGR4",0.00605605259150088,372,371,FALSE,0.842069706488502,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, RND-adapter-like protein",0,"Nonessential","SP_RS03835","SPT_1415","SPT_RS07035","SPD_0686","SPD_RS03645"
"SP_1714",168,8,15,0,3127,"TIGR4",0.00564466019417475,375,371,FALSE,1.2104326875736,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","",5,"Evolvable.Essential","SP_RS08475","SPT_1652","SPT_RS08215","SPD_1524","SPD_RS08045"
"SP_0786",169,1,0,0,335,"TIGR4",0.00147697911760088,372,371,FALSE,0.960171193418666,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","CELLULAR PROCESSES",NA,"Membrane transport","Antibiotic response/sensing",NA,2,"","ABC-type transport system, ATPase component",0,"Nonessential","SP_RS03840","SPT_1414","SPT_RS07030","SPD_0687","SPD_RS03650"
"SP_0787",170,1,0,0,2564,"TIGR4",0.00244518394686187,372,371,FALSE,0.747044450976187,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","CELLULAR PROCESSES",NA,"Membrane transport","Antibiotic response/sensing",NA,2,"","ABC-type antimicrobial peptide transport system, permease component",0,"Nonessential","SP_RS03845","SPT_1413","SPT_RS07025","SPD_0688","SPD_RS03655"
"SP_0820",171,1,0,0,2050,"TIGR4",0.00276422046857817,372,371,FALSE,0.507672783774554,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"clpE","Clp protease ATP-binding subunit ClpE",0,"Nonessential","SP_RS04015","SPT_1380","SPT_RS06865","SPD_0717","SPD_RS03795"
"SP_0823",172,3,0.0833333333333333,0.00300495228320076,47,"TIGR4",0.0051049182371133,371,368,FALSE,1.80616035344841,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"hisM","ABC-type amino acid transport system, permease component",0,"Nonessential","SP_RS04025","SPT_1378","SPT_RS06855","SPD_0719","SPD_RS03805"
"SP_0824",173,3,0.0833333333333333,0.00300495228320077,4076,"TIGR4",0.00774807571174325,371,370,FALSE,0.983374904093169,"Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"glnQ","amino acid ABC transporter, ATP-binding protein",0,"Nonessential","SP_RS04030","SPT_1377","SPT_RS06850","SPD_0720","SPD_RS03810"
"SP_0825",174,1,0,2.70115135137468e-06,3799,"TIGR4",0.00620580913783132,372,371,TRUE,0.737187400339265,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"folD","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",15,"Essential","SP_RS04035","SPT_1376","SPT_RS06845","SPD_0721","SPD_RS03815"
"SP_0828",175,1,0,0.0708553627323106,3037,"TIGR4",0.00396788690887324,372,371,FALSE,0.733896619684815,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"rpiA","ribose-5-phosphate isomerase A",3,"Evolvable.Essential","SP_RS04050","SPT_1374","SPT_RS06835","SPD_0723","SPD_RS03825"
"SP_0829",176,1,0,0.0708553627323107,1758,"TIGR4",0.00476503704082814,372,371,FALSE,1.04931306359651,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Nucleotide metabolism",NA,2,"deoB","phosphopentomutase",0,"Nonessential","SP_RS04055","SPT_1373","SPT_RS06830","SPD_0724","SPD_RS03830"
"SP_0830",177,1,0,0.0708553627323106,3552,"TIGR4",0.0341533920603876,370,365,FALSE,0.56810911974937,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein",0,"Nonessential","SP_RS04060","SPT_1372","SPT_RS06825","SPD_0725","SPD_RS03835"
"SP_0831",178,1,0,0.0708553627323106,485,"TIGR4",0.00660020088991056,372,371,FALSE,0.480714697142445,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","purine nucleoside phosphorylase",0,"Nonessential","SP_RS04065","SPT_1371","SPT_RS06820","SPD_0726","SPD_RS03840"
"SP_0839",179,1,0,0.0708553627323106,3648,"TIGR4",0.00577179129822158,372,371,TRUE,0.591456281883735,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"coaA","pantothenate kinase",15,"Essential","SP_RS04105","SPT_1364","SPT_RS06785","SPD_0733","SPD_RS03880"
"SP_0856",180,1,0,0.0103995791743156,3777,"TIGR4",0.00387785253261678,372,371,FALSE,1.40862818226467,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvE","branched-chain amino acid aminotransferase",0,"Nonessential","SP_RS04195","SPT_1348","SPT_RS06700","SPD_0749","SPD_RS03970"
"SP_0875",181,4,1,0,2142,"TIGR4",0.00313383112341078,372,371,FALSE,2.31809148796792,"Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Carbohydrate metabolism",NA,2,"","DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family",0,"Nonessential","SP_RS04315","SPT_1326","SPT_RS06585","SPD_0771","SPD_RS04090"
"SP_0876",182,1,0,0,2477,"TIGR4",0.00774559734221683,372,371,FALSE,2.31166218484053,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"fruK","1-phosphofructokinase",2,"Evolvable.Essential","SP_RS04320","SPT_1325","SPT_RS06580","SPD_0772","SPD_RS04095"
"SP_0877",183,1,0,0,2558,"TIGR4",0.0068040385424817,372,371,FALSE,1.64054248015639,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system fructose specific transporter subunit IIABC",0,"Nonessential","SP_RS04325","SPT_1324","SPT_RS06575","SPD_0773","SPD_RS04100"
"SP_0896",184,1,0,0.0708553627323106,2766,"TIGR4",0.00352882077515155,372,371,TRUE,0.420781495019351,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pfk","6-phosphofructokinase",15,"Essential","SP_RS04420","SPT_1303","SPT_RS06475","SPD_0789","SPD_RS04180"
"SP_0897",185,1,0,0.0708553627323106,491,"TIGR4",0.00182773906676482,371,370,TRUE,0.441261552223613,"Intracellular","METABOLISM","METABOLISM",NA,"Carbohydrate metabolism","Energy metabolism",NA,2,"pyk","pyruvate kinase",15,"Essential","SP_RS04425","SPT_1302","SPT_RS06470","SPD_0790","SPD_RS04185"
"SP_1001",186,3,0.0833333333333333,0.00300495228320076,3462,"TIGR4",0.00403854956569543,372,371,FALSE,0.69925833906931,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"","amino acid permease",0,"Nonessential","SP_RS04965","SPT_1200","SPT_RS05950","SPD_0887","SPD_RS04730"
"SP_1002",187,1,0,9.53226206550983e-06,64,"TIGR4",0.0042028646700381,372,371,FALSE,2.7762011669341,"Cell Wall","CELLULAR PROCESSES",NA,NA,"Cellular community",NA,NA,1,"","adhesion lipoprotein",0,"Nonessential","SP_RS04970","SPT_1199","SPT_RS05945","SPD_0888","SPD_RS04735"
"SP_2172",188,11,2300,0.00013453127184633,2453,"TIGR4",0.00346952500523499,372,371,FALSE,1.63210590814472,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"AdcR","Zinc homeostasis trancsriptional regulator",0,"Nonessential","SP_RS11080","SPT_2185","SPT_RS10820","SPD_2000","SPD_RS10505"
"SP_1004",190,1,0,9.53226206551011e-06,109,"TIGR4",0.443977889406136,1343,371,FALSE,5.15369525038468,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",1,"Evolvable.Essential","SP_RS04980","SPT_1050","SPT_RS05185","SPD_0890","SPD_RS04745"
"SP_1009",191,1,0,0.00167835288986284,3170,"TIGR4",0.0099357642012184,371,368,FALSE,1.22642475605015,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","ferrochelatase",0,"Nonessential","SP_RS05005","SPT_1062","SPT_RS05255","SPD_0895","SPD_RS04775"
"SP_1013",192,1,0,0.0103995791743156,3843,"TIGR4",0.00688559910138473,372,371,FALSE,1.02186909184528,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)",0,"Nonessential","SP_RS05030","SPT_1067","SPT_RS05280","SPD_0900","SPD_RS04800"
"SP_1014",193,1,0,0.0103995791743156,2861,"TIGR4",0.00835368574628618,372,371,FALSE,1.06230111680858,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"dapA","dihydrodipicolinate synthase (EC 4.3.3.7)",0,"Nonessential","SP_RS05035","SPT_1068","SPT_RS05285","SPD_0901","SPD_RS04805"
"SP_1089",194,1,0,0.00167835288986284,2251,"TIGR4",0.229757598785325,744,371,FALSE,0.554528137353733,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","Glutamine amidotransferase",0,"Nonessential","SP_RS05395","SPT_1134","SPT_RS05620","SPD_0974","SPD_RS05200"
"SP_1096",195,1,0,0.0708553627323106,2677,"TIGR4",0.00742494101124544,373,371,FALSE,0.629091327727245,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Putative adenylate cyclase (EC 4.6.1.1)",0,"Nonessential","SP_RS05425","SPT_1141","SPT_RS05650","SPD_0981","SPD_RS05230"
"SP_1097",196,1,0,0.0708553627323106,1124,"TIGR4",0.00191777003484319,372,371,FALSE,0.757745827430639,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","GTP pyrophosphokinase (EC 2.7.6.5), RelA/SpoT homolog protein",0,"Nonessential","SP_RS05430","SPT_1142","SPT_RS05655","SPD_0982","SPD_RS05235"
"SP_1098",197,1,0,0.0708553627323106,3722,"TIGR4",0.00225411358122403,372,371,TRUE,0.631630545014007,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"ppnK","inorganic polyphosphate/ATP-NAD kinase",15,"Essential","SP_RS05435","SPT_1143","SPT_RS05660","SPD_0983","SPD_RS05240"
"SP_1099",198,1,0,0.0708553627323106,3197,"TIGR4",0.0103428494083481,372,371,FALSE,0.630304734372394,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"","ribosomal large subunit pseudouridine synthase D",1,"Evolvable.Essential","SP_RS05440","SPT_1144","SPT_RS05665","SPD_0984","SPD_RS05245"
"SP_1119",199,2,1192.8,0.0120779320641784,1696,"TIGR4",0.00416488000276898,371,371,FALSE,1.22008219069191,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"gapN","Glyceraldehyde-3-phosphate dehydrogenase, NADP-dependent (EC 1.2.1.9)",0,"Nonessential","SP_RS05545","SPT_1165","SPT_RS05770","SPD_1004","SPD_RS05355"
"SP_1121",200,1,0,0.0708553627323106,1274,"TIGR4",0.00610126992663787,372,371,FALSE,3.26769022320207,"Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"glgB","1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) ",0,"Nonessential","SP_RS05550","SPT_1166","SPT_RS05775","SPD_1005","SPD_RS05360"
"SP_1122",201,1,0,0.0708553627323106,1575,"TIGR4",0.00180383252713757,372,371,FALSE,3.20658760672655,"Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgC","",0,"Nonessential","SP_RS05555","SPT_1167","SPT_RS05780","SPD_1006","SPD_RS05365"
"SP_1123",202,1,0,0.0708553627323106,1955,"TIGR4",0.00593849220070291,372,371,FALSE,3.06168377895842,"Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgD","",0,"Nonessential","SP_RS05560","SPT_1168","SPT_RS05785","SPD_1007","SPD_RS05370"
"SP_1124",203,1,0,0.0708553627323106,443,"TIGR4",0.00290639585411459,372,371,FALSE,2.48988927392277,"Cell Wall","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glgA","",0,"Nonessential","SP_RS05565","SPT_1169","SPT_RS05790","SPD_1008","SPD_RS05375"
"SP_1127",204,1,0,0.0708553627323106,3688,"TIGR4",0.0132586387434555,372,371,FALSE,0.842652827158012,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",0,"Nonessential","SP_RS05585","SPT_1171","SPT_RS05810","SPD_1010","SPD_RS05390"
"SP_1128",205,1,0,0.0708553627323106,1954,"TIGR4",0.000209247506799647,372,371,TRUE,0.87296047450533,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"eno","phosphopyruvate hydratase",15,"Essential","SP_RS05590","SPT_1173","SPT_RS05815","SPD_1012","SPD_RS05395"
"SP_1174",206,1,0,9.53226206550968e-06,109,"TIGR4",0.443977889406136,1343,371,FALSE,0.0227797234677673,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",1,"Evolvable.Essential","SP_RS05785","SPT_1198","SPT_RS05940","n.p.","n.p"
"SP_1175",207,1,0,9.53226206551179e-06,109,"TIGR4",0.443977889406136,1343,371,FALSE,4.43052919708855,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","",1,"Evolvable.Essential","SP_RS05790","SPT_1049","SPT_RS05180","SPD_1038","SPD_RS05520"
"SP_1178",208,1,0,0,3321,"TIGR4",0.00302887700534759,372,371,FALSE,1.31886361492072,"Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","NrdH-redoxin",10,"Evolvable.Essential","SP_RS05805","SPT_1045","SPT_RS05165","SPD_1041","SPD_RS05535"
"SP_1179",209,1,0,0,3846,"TIGR4",0.000644250298558845,372,371,FALSE,0.718193942899685,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdE"," Ribonucleoside-diphosphate reductase (EC 1.17.4.1)",15,"Essential","SP_RS05810","SPT_1044","SPT_RS05160","SPD_1042","SPD_RS05540"
"SP_1180",210,1,0,0,3822,"TIGR4",0.00203774740416095,372,371,FALSE,0.491540386540332,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdF","ribonucleotide-diphosphate reductase subunit beta",15,"Essential","SP_RS05815","SPT_1043","SPT_RS05155","SPD_1043","SPD_RS05545"
"SP_1182",211,6,6,0,1847,"TIGR4",0.00215036423765074,372,371,FALSE,1.04562713749895,"Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Carbohydrate metabolism",NA,2,""," lactose phosphotransferase system repressor",2,"Evolvable.Essential","SP_RS05820","SPT_1042","SPT_RS05150","SPD_1044","SPD_RS05550"
"SP_1184",212,1,0,0.0708553627323106,141,"TIGR4",0.232782675059121,567,371,FALSE,0.889153493724579,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","6-phospho-beta-galactosidase 2 (EC 3.2.1.85)",0,"Nonessential","SP_RS05825","SPT_1040","SPT_RS05140","SPD_1046","SPD_RS05555"
"SP_1185",213,1,0,0.0708553627323106,1198,"TIGR4",0.336609141396541,792,371,FALSE,1.19659075755431,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,""," PTS system lactose-specific transporter subunit IIBC",0,"Nonessential","SP_RS05830","SPT_1039","SPT_RS05135","SPD_1047","SPD_RS05560"
"SP_1186",214,1,0,0.0708553627323106,2062,"TIGR4",0.242115876464998,563,371,FALSE,3.14577189525312,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system lactose-specific transporter subunit IIA",0,"Nonessential","SP_RS05835","SPT_1038","SPT_RS05130","SPD_1048","SPD_RS05565"
"SP_1187",215,1,0,0.0708553627323106,1734,"TIGR4",0.0216901211529491,372,371,FALSE,2.29499703135749,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"lacT"," transcription antiterminator LacT",0,"Nonessential","SP_RS05840","SPT_1037","SPT_RS05125","SPD_1049","SPD_RS05570"
"SP_1190",216,1,0,0,722,"TIGR4",0.00499281155063072,372,371,FALSE,4.23291118272449,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacD","",0,"Nonessential","SP_RS05850","SPT_1036","SPT_RS05120","SPD_1050","SPD_RS05575"
"SP_1191",217,1,0,0,2070,"TIGR4",0.00724557828411647,375,371,FALSE,4.52554510593229,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacC","",0,"Nonessential","SP_RS05855","SPT_1035","SPT_RS05115","SPD_1051","SPD_RS05580"
"SP_1192",218,1,0,0,1164,"TIGR4",0.00686283821520191,372,371,FALSE,4.29279755453025,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacB","",0,"Nonessential","SP_RS05860","SPT_1034","SPT_RS05110","SPD_1052","SPD_RS05585"
"SP_1193",219,1,0,0,1938,"TIGR4",0.00186144383762536,372,371,FALSE,3.3823823759236,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"lacA","",0,"Nonessential","SP_RS05865","SPT_1033","SPT_RS05105","SPD_1053","SPD_RS05590"
"SP_1215",220,2,725.55,0.0725337156221735,2540,"TIGR4",0.00604040866912222,373,371,FALSE,0.992100065466786,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"FocA","Formate/nitrite transporter",0,"Nonessential","SP_RS05965","SPT_1012","SPT_RS04995","SPD_1075","SPD_RS05700"
"SP_1220",221,1,0,0.0708553627323106,2228,"TIGR4",0.000999999999999989,372,371,FALSE,0.806701648203304,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"Idh","L-lactate dehydrogenase",2,"Evolvable.Essential","SP_RS05980","SPT_1008","SPT_RS04980","SPD_1078","SPD_RS05715"
"SP_1229",222,2,3627,2.71565931496076e-06,3210,"TIGR4",0.00607150068627907,372,371,FALSE,0.604671179256345,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"Fhs","Formate--tetrahydrofolate ligase",6,"Evolvable.Essential","SP_RS06025","SPT_0999","SPT_RS04935","SPD_1087","SPD_RS05760"
"SP_1233",223,1,0,0,3417,"TIGR4",0.0107677690661798,371,370,FALSE,0.586151432375774,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein",0,"Nonessential","SP_RS06045","SPT_0995","SPT_RS04915","SPD_1091","SPD_RS05780"
"SP_1234",224,3,3,0,2602,"TIGR4",0.0113081816640998,372,371,FALSE,0.462626154517097,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Transcriptional regulator",0,"Nonessential","SP_RS06050","SPT_0993","SPT_RS04910","SPD_1093","SPD_RS05785"
"SP_1241",225,1,0,0.000112176273585444,2395,"TIGR4",0.000842574165120504,372,371,FALSE,3.05518019888969,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"GlnP","Amino acid ABC transporter, premease component ",7,"Evolvable.Essential","SP_RS06080","SPT_0988","SPT_RS04880","SPD_1098","SPD_RS05815"
"SP_1242",226,1,0,0.000112176273585445,51,"TIGR4",0.416353070609303,1974,371,FALSE,1.71102108556899,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"GlnQ","Amino acid ABC transporter, premease component ",6,"Evolvable.Essential","SP_RS06085","SPT_0987","SPT_RS04875","SPD_1099","SPD_RS05820"
"SP_1243",227,1,0,0.000112176273585445,1372,"TIGR4",0.00956279673522035,372,371,TRUE,0.550700450288979,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"Zwf","Glucose-6-phosphate 1-dehydrogenase",15,"Essential","SP_RS06090","SPT_0986","SPT_RS04870","SPD_1100","SPD_RS05825"
"SP_1249",228,1,0,1.45079635832936e-08,119,"TIGR4",0.00659148175292837,372,371,FALSE,1.85285191781096,"Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"GuaC","GMP reductase",0,"Nonessential","SP_RS06125","SPT_0979","SPT_RS04835","SPD_1107","SPD_RS05860"
"SP_1306",229,2,2632.8,0.010511755447901,1510,"TIGR4",0.00865152557887785,372,371,FALSE,0.95588477453094,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"GdhA","NADP-specific glutamate dehydrogenase ",0,"Nonessential","SP_RS06400","SPT_0923","SPT_RS04575","SPD_1158","SPD_RS06120"
"SP_1324",230,3,21.3076923076925,0.0891146581877827,3505,"TIGR4",0.0225413633355394,122,122,FALSE,0.651079407595107,NA,"GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Putative regulatory protein",0,"Nonessential","SP_RS06500","n.p.","n.p","n.p.","n.p"
"SP_1331",231,18,609.807692307694,0.167473213361185,2663,"TIGR4",0.0192046579330422,109,109,FALSE,2.16912482456639,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Putative phosphosugar-binding transcriptional regulator, MurR/RpiR family",0,"Nonessential","SP_RS06535","n.p.","n.p","n.p.","n.p"
"SP_1674",232,15,34.5,0.0902249304540546,3884,"TIGR4",0.00242575631225387,372,371,FALSE,0.354867545979657,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","Putative phosphosugar-binding transcriptional regulator, RpiR family",0,"Nonessential","SP_RS08270","SPT_1613","SPT_RS08020","SPD_1487","SPD_RS07845"
"SP_1325",233,3,21.3076923076925,0.0891146581877826,3392,"TIGR4",0.0944235510689544,501,371,FALSE,0.559774322373118,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Putative Gfo/Idh/MocA family oxidoreductase",0,"Nonessential","SP_RS06505","n.p.","n.p","n.p.","n.p"
"SP_1327",235,3,21.3076923076925,0.0891146581877826,400,"TIGR4",0.21744996020673,511,371,FALSE,2.64815143371042,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","Hypothetical Protein",0,"Nonessential","SP_RS06515","n.p.","n.p","n.p.","n.p"
"SP_1328",236,3,21.3076923076925,0.0891146581877826,2338,"TIGR4",0.0104460127525845,122,122,FALSE,0.651586674043558,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Putative sodium:solute symporter family protein",0,"Nonessential","SP_RS06520","n.p.","n.p","n.p.","n.p"
"SP_1329",237,3,21.3076923076925,0.0891146581877826,1201,"TIGR4",0.109595740927441,562,370,FALSE,0.602789109486634,"Membrane","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","N-acetylneuraminate lyase",0,"Nonessential","SP_RS06525","n.p.","n.p","n.p.","n.p"
"SP_1330",238,3,21.3076923076925,0.0891146581877827,3345,"TIGR4",0.176945986615653,654,371,FALSE,1.51794892993141,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"NanE","Putative N-acetylmannosamine-6-phosphate 2-epimerase 1",0,"Nonessential","SP_RS06530","n.p.","n.p","SPD_1172","SPD_RS06195"
"SP_1360",239,1,0,0.0103995791743156,3209,"TIGR4",0.00156536082474226,372,371,FALSE,0.464487668199616,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ThrB","Homoserine kinase",0,"Nonessential","SP_RS06660","SPT_0914","SPT_RS04530","SPD_1194","SPD_RS06305"
"SP_1361",240,1,0,0.0103995791743156,2733,"TIGR4",0.00437360654293036,371,370,FALSE,0.471698118032103,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"Hom","Homoserine dehydrogenase",8,"Evolvable.Essential","SP_RS06665","n.p.","n.p","SPD_1195","SPD_RS06310"
"SP_1380",241,1,0,0,3190,"TIGR4",0.0707712662175076,420,369,FALSE,0.660697229754759,NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein",0,"Nonessential","SP_RS06765","SPT_0894","SPT_RS04435","SPD_1213","SPD_RS06400"
